diff_s,size,model,GPU,camera,fps,trigger,memory
0.020450000000000003,640,yolov5s,4080,IS,160fps,daq,32GB
0.01242,640,yolov5s,4080,IS,160fps,daq,32GB
0.02014,640,yolov5s,4080,IS,160fps,daq,32GB
0.02892,640,yolov5s,4080,IS,160fps,daq,32GB
0.021400000000000002,640,yolov5s,4080,IS,160fps,daq,32GB
0.01989,640,yolov5s,4080,IS,160fps,daq,32GB
0.01399,640,yolov5s,4080,IS,160fps,daq,32GB
0.015690000000000003,640,yolov5s,4080,IS,160fps,daq,32GB
0.01932,640,yolov5s,4080,IS,160fps,daq,32GB
0.020720000000000002,640,yolov5s,4080,IS,160fps,daq,32GB
0.01853,640,yolov5s,4080,IS,160fps,daq,32GB
0.017130000000000003,640,yolov5s,4080,IS,160fps,daq,32GB
0.011880000000000002,640,yolov5s,4080,IS,160fps,daq,32GB
0.01881,640,yolov5s,4080,IS,160fps,daq,32GB
0.01733,640,yolov5s,4080,IS,160fps,daq,32GB
0.022350000000000002,640,yolov5s,4080,IS,160fps,daq,32GB
0.01795,640,yolov5s,4080,IS,160fps,daq,32GB
0.027000000000000003,640,yolov5s,4080,IS,160fps,daq,32GB
0.015330000000000002,640,yolov5s,4080,IS,160fps,daq,32GB
0.01998,640,yolov5s,4080,IS,160fps,daq,32GB
0.024630000000000003,640,yolov5s,4080,IS,160fps,daq,32GB
0.017060000000000002,640,yolov5s,4080,IS,160fps,daq,32GB
0.028860000000000004,640,yolov5s,4080,IS,160fps,daq,32GB
0.01872,640,yolov5s,4080,IS,160fps,daq,32GB
0.026670000000000003,640,yolov5s,4080,IS,160fps,daq,32GB
0.013960000000000002,640,yolov5s,4080,IS,160fps,daq,32GB
0.031180000000000003,640,yolov5s,4080,IS,160fps,daq,32GB
0.027350000000000003,640,yolov5s,4080,IS,160fps,daq,32GB
0.01899,640,yolov5s,4080,IS,160fps,daq,32GB
0.02721,640,yolov5s,4080,IS,160fps,daq,32GB
0.025400000000000002,640,yolov5s,4080,IS,160fps,daq,32GB
0.025730000000000003,640,yolov5s,4080,IS,160fps,daq,32GB
0.018170000000000002,640,yolov5s,4080,IS,160fps,daq,32GB
0.017220000000000003,640,yolov5s,4080,IS,160fps,daq,32GB
0.01683,640,yolov5s,4080,IS,160fps,daq,32GB
0.01887,640,yolov5s,4080,IS,160fps,daq,32GB
0.00821,640,yolov5s,4080,IS,160fps,daq,32GB
0.012050000000000002,640,yolov5s,4080,IS,160fps,daq,32GB
0.01759,640,yolov5s,4080,IS,160fps,daq,32GB
0.035530000000000006,640,yolov5s,4080,IS,160fps,daq,32GB
0.034980000000000004,640,yolov5s,4080,IS,160fps,daq,32GB
0.017390000000000003,640,yolov5s,4080,IS,160fps,daq,32GB
0.012700000000000001,640,yolov5s,4080,IS,200fps,daq,32GB
0.028310000000000002,640,yolov5s,4080,IS,200fps,daq,32GB
0.027610000000000003,640,yolov5s,4080,IS,200fps,daq,32GB
0.012690000000000002,640,yolov5s,4080,IS,200fps,daq,32GB
0.01395,640,yolov5s,4080,IS,200fps,daq,32GB
0.023510000000000003,640,yolov5s,4080,IS,200fps,daq,32GB
0.02621,640,yolov5s,4080,IS,200fps,daq,32GB
0.01387,640,yolov5s,4080,IS,200fps,daq,32GB
0.026600000000000002,640,yolov5s,4080,IS,200fps,daq,32GB
0.01955,640,yolov5s,4080,IS,200fps,daq,32GB
0.01913,640,yolov5s,4080,IS,200fps,daq,32GB
0.015450000000000002,640,yolov5s,4080,IS,200fps,daq,32GB
0.01182,640,yolov5s,4080,IS,200fps,daq,32GB
0.020120000000000002,640,yolov5s,4080,IS,200fps,daq,32GB
0.018000000000000002,640,yolov5s,4080,IS,200fps,daq,32GB
0.028050000000000002,640,yolov5s,4080,IS,200fps,daq,32GB
0.01472,640,yolov5s,4080,IS,200fps,daq,32GB
0.027600000000000003,640,yolov5s,4080,IS,200fps,daq,32GB
0.02057,640,yolov5s,4080,IS,200fps,daq,32GB
0.013850000000000001,640,yolov5s,4080,IS,200fps,daq,32GB
0.012400000000000001,640,yolov5s,4080,IS,200fps,daq,32GB
0.011550000000000001,640,yolov5s,4080,IS,200fps,daq,32GB
0.031090000000000003,640,yolov5s,4080,IS,200fps,daq,32GB
0.020280000000000003,640,yolov5s,4080,IS,200fps,daq,32GB
0.027330000000000004,640,yolov5s,4080,IS,200fps,daq,32GB
0.02287,640,yolov5s,4080,IS,200fps,daq,32GB
0.019870000000000002,640,yolov5s,4080,IS,200fps,daq,32GB
0.018930000000000002,640,yolov5s,4080,IS,200fps,daq,32GB
0.02134,640,yolov5s,4080,IS,200fps,daq,32GB
0.012690000000000002,640,yolov5s,4080,IS,200fps,daq,32GB
0.012600000000000002,640,yolov5s,4080,IS,200fps,daq,32GB
0.01115,640,yolov5s,4080,IS,200fps,daq,32GB
0.01615,640,yolov5s,4080,IS,200fps,daq,32GB
0.01777,640,yolov5s,4080,IS,200fps,daq,32GB
0.013450000000000002,640,yolov5s,4080,IS,200fps,daq,32GB
0.02791,640,yolov5s,4080,IS,200fps,daq,32GB
0.02324,640,yolov5s,4080,IS,200fps,daq,32GB
0.0067800000000000004,640,yolov5s,4080,IS,200fps,daq,32GB
0.03126,640,yolov5s,4080,IS,200fps,daq,32GB
0.01793,640,yolov5s,4080,IS,200fps,daq,32GB
0.03372,640,yolov5s,4080,IS,200fps,daq,32GB
0.023080000000000003,640,yolov5s,4080,IS,200fps,daq,32GB
0.02484,640,yolov5s,4080,IS,200fps,daq,32GB
0.029630000000000004,640,yolov5s,4080,IS,200fps,daq,32GB
0.033490000000000006,640,yolov5s,4080,IS,200fps,daq,32GB
0.032600000000000004,640,yolov5s,4080,IS,200fps,daq,32GB
0.025290000000000003,640,yolov5s,4080,IS,200fps,daq,32GB
0.018600000000000002,640,yolov5s,4080,IS,200fps,daq,32GB
0.012090000000000002,640,yolov5s,4080,IS,200fps,daq,32GB
0.01582,640,yolov5s,4080,IS,200fps,daq,32GB
0.009670000000000002,640,yolov5s,4080,IS,200fps,daq,32GB
0.02542,640,yolov5s,4080,IS,200fps,daq,32GB
0.013600000000000001,640,yolov5s,4080,IS,200fps,daq,32GB
0.018860000000000002,640,yolov5s,4080,IS,200fps,daq,32GB
0.01122,640,yolov5s,4080,IS,200fps,daq,32GB
0.01102,640,yolov5s,4080,IS,200fps,daq,32GB
0.02604,640,yolov5s,4080,IS,200fps,daq,32GB
0.020210000000000002,640,yolov5s,4080,IS,200fps,daq,32GB
0.02137,640,yolov5s,4080,IS,200fps,daq,32GB
0.041870000000000004,640,yolov5s,4080,IS,200fps,daq,32GB
0.01784,640,yolov5s,4080,IS,200fps,daq,32GB
0.01853,640,yolov5s,4080,IS,200fps,daq,32GB
0.018150000000000003,640,yolov5s,4080,IS,200fps,daq,32GB
0.027860000000000003,640,yolov5s,4080,IS,200fps,daq,32GB
0.030930000000000003,640,yolov5s,4080,IS,200fps,daq,32GB
0.03159,640,yolov5s,4080,IS,200fps,daq,32GB
0.0175,640,yolov5s,4080,IS,200fps,daq,32GB
0.0221,640,yolov5s,4080,IS,200fps,daq,32GB
0.01899,640,yolov5s,4080,IS,200fps,daq,32GB
0.01948,640,yolov5s,4080,IS,200fps,daq,32GB
0.02851,640,yolov5s,4080,IS,200fps,daq,32GB
0.01956,640,yolov5s,4080,IS,200fps,daq,32GB
0.020280000000000003,640,yolov5s,4080,IS,200fps,daq,32GB
0.004880000000000001,640,yolov5s,4080,IS,200fps,daq,32GB
0.018750000000000003,640,yolov5s,4080,IS,200fps,daq,32GB
0.01787,640,yolov5s,4080,IS,200fps,daq,32GB
0.026260000000000002,640,yolov5s,4080,IS,200fps,daq,32GB
0.01778,640,yolov5s,4080,IS,200fps,daq,32GB
0.02934,640,yolov5s,4080,IS,200fps,daq,32GB
0.026520000000000002,640,yolov5s,4080,IS,200fps,daq,32GB
0.01863,640,yolov5s,4080,IS,200fps,daq,32GB
0.02025,640,yolov5s,4080,IS,200fps,daq,32GB
0.0148,640,yolov5s,4080,IS,200fps,daq,32GB
0.014980000000000002,640,yolov5s,4080,IS,200fps,daq,32GB
0.01336,640,yolov5s,4080,IS,200fps,daq,32GB
0.02748,640,yolov5s,4080,IS,200fps,daq,32GB
0.025840000000000002,640,yolov5s,4080,IS,200fps,daq,32GB
0.02018,640,yolov5s,4080,IS,200fps,daq,32GB
0.0335,640,yolov5s,4080,IS,200fps,daq,32GB
0.02671,640,yolov5s,4080,IS,200fps,daq,32GB
0.01895,640,yolov5s,4080,IS,200fps,daq,32GB
0.03411,640,yolov5s,4080,IS,200fps,daq,32GB
0.02689,640,yolov5s,4080,IS,200fps,daq,32GB
0.01955,640,yolov5s,4080,IS,200fps,daq,32GB
0.019180000000000003,640,yolov5s,4080,IS,200fps,daq,32GB
0.02773,640,yolov5s,4080,IS,200fps,daq,32GB
0.01863,640,yolov5s,4080,IS,200fps,daq,32GB
0.027700000000000002,640,yolov5s,4080,IS,200fps,daq,32GB
0.02024,640,yolov5s,4080,IS,200fps,daq,32GB
0.012690000000000002,640,yolov5s,4080,IS,200fps,daq,32GB
0.01931,640,yolov5s,4080,IS,200fps,daq,32GB
0.013340000000000001,640,yolov5s,4080,IS,200fps,daq,32GB
0.016800000000000002,640,yolov5s,4080,IS,200fps,daq,32GB
0.022860000000000002,640,yolov5s,4080,IS,200fps,daq,32GB
0.027590000000000003,640,yolov5s,4080,IS,200fps,daq,32GB
0.012820000000000002,640,yolov5s,4080,IS,200fps,daq,32GB
0.009670000000000002,640,yolov5s,4080,IS,200fps,daq,32GB
0.02696,640,yolov5s,4080,IS,200fps,daq,32GB
0.01931,640,yolov5s,4080,IS,200fps,daq,32GB
0.025030000000000004,640,yolov5s,4080,IS,200fps,daq,32GB
0.020720000000000002,640,yolov5s,4080,IS,200fps,daq,32GB
0.02162,640,yolov5s,4080,IS,200fps,daq,32GB
0.029960000000000004,640,yolov5s,4080,IS,200fps,daq,32GB
0.01844,640,yolov5s,4080,IS,200fps,daq,32GB
0.020530000000000003,640,yolov5s,4080,IS,200fps,daq,32GB
0.01946,640,yolov5s,4080,IS,200fps,daq,32GB
0.027700000000000002,640,yolov5s,4080,IS,200fps,daq,32GB
0.018420000000000002,640,yolov5s,4080,IS,200fps,daq,32GB
0.02296,640,yolov5s,4080,IS,200fps,daq,32GB
0.011410000000000002,640,yolov5s,4080,IS,200fps,daq,32GB
0.022990000000000003,640,yolov5s,4080,IS,200fps,daq,32GB
0.01623,640,yolov5s,4080,IS,200fps,daq,32GB
0.012960000000000001,640,yolov5s,4080,IS,200fps,daq,32GB
0.014010000000000002,640,yolov5s,4080,IS,200fps,daq,32GB
0.011040000000000001,640,yolov5s,4080,IS,200fps,daq,32GB
0.029220000000000003,640,yolov5s,4080,IS,200fps,daq,32GB
